qid,qtype,arm,budget,variants,joint_recall,candidate_joint_recall,session_joint_recall,turn_r10,turn_ndcg10,sess_r5,rendered_tokens,duplicate_share,n_candidates,n_rendered,n_truncated,truncated_evidence,missing,cut_evidence
75f70248,single-session-preference,chandan_full,4000,shipped,1.0,1.0,1.0,1.0,0.5,1.0,4000,0.0,380,2,1,0,False,0
75f70248,single-session-preference,chandan_live,8000,"shipped,raised_8k",1.0,1.0,1.0,1.0,0.5,1.0,8000,0.0,380,2,1,0,False,0
75f70248,single-session-preference,chandan_full,8000,shipped,1.0,1.0,1.0,1.0,0.5,1.0,8000,0.0,380,2,1,0,False,0
gpt4_8279ba03,temporal-reasoning,ours_cheap,4000,,1.0,1.0,1.0,0.0,0.0,0.0,4000,0.0,50,63,1,0,False,0
gpt4_8279ba03,temporal-reasoning,ours_cheap_norule,4000,,0.0,1.0,0.0,0.0,0.0,0.0,4000,0.0,100,18,1,0,False,0
gpt4_8279ba03,temporal-reasoning,ours_sentence_norule,4000,,0.0,1.0,0.0,0.0,0.0,0.0,4000,0.0,100,15,1,0,False,0
gpt4_8279ba03,temporal-reasoning,S4_static,4000,,1.0,1.0,1.0,1.0,0.43067655807339306,1.0,3991,0.0,43,59,0,0,False,0
gpt4_8279ba03,temporal-reasoning,S5_primary,4000,,1.0,1.0,1.0,1.0,0.3562071871080222,1.0,4000,0.0,44,60,1,0,False,0
gpt4_8279ba03,temporal-reasoning,S5_primary_norule,4000,,1.0,1.0,1.0,1.0,0.31546487678572877,1.0,4000,0.0,100,21,1,0,False,0
gpt4_8279ba03,temporal-reasoning,S5_noPGR,4000,,1.0,1.0,1.0,1.0,0.5,1.0,4000,0.0,51,60,1,0,False,0
gpt4_8279ba03,temporal-reasoning,S5_planner_rules,4000,,1.0,1.0,1.0,1.0,0.3562071871080222,1.0,4000,0.0,44,60,1,0,False,0
gpt4_8279ba03,temporal-reasoning,S5_planner_oracle,4000,,1.0,1.0,1.0,1.0,0.3562071871080222,1.0,4000,0.0,44,60,1,0,False,0
gpt4_8279ba03,temporal-reasoning,S5_overlay_R0,4000,,1.0,1.0,1.0,1.0,0.38685280723454163,1.0,3993,0.0,43,59,0,0,False,0
gpt4_8279ba03,temporal-reasoning,S5_overlay_R2,4000,,1.0,1.0,1.0,1.0,0.3562071871080222,1.0,4000,0.0,44,60,1,0,False,0
gpt4_8279ba03,temporal-reasoning,S5_overlay_P0,4000,,1.0,1.0,1.0,0.0,0.0,1.0,3992,0.0,46,62,0,0,False,0
gpt4_8279ba03,temporal-reasoning,S2_lazy,4000,,1.0,1.0,1.0,1.0,0.43067655807339306,1.0,3991,0.0,115,59,0,0,False,0
gpt4_8279ba03,temporal-reasoning,ours_cheap,8000,,1.0,1.0,1.0,0.0,0.0,0.0,4882,0.0,50,77,0,0,False,0
gpt4_8279ba03,temporal-reasoning,ours_cheap_norule,8000,,0.0,1.0,1.0,0.0,0.0,0.0,8000,0.0,100,38,1,0,False,0
gpt4_8279ba03,temporal-reasoning,ours_sentence_norule,8000,,1.0,1.0,1.0,0.0,0.0,0.0,8000,0.0,100,33,1,0,False,0
gpt4_8279ba03,temporal-reasoning,S4_static,8000,,1.0,1.0,1.0,1.0,0.43067655807339306,1.0,7824,0.0,43,115,0,0,False,0
gpt4_8279ba03,temporal-reasoning,S5_primary,8000,,1.0,1.0,1.0,1.0,0.3562071871080222,1.0,7638,0.0,44,113,0,0,False,0
gpt4_8279ba03,temporal-reasoning,S5_primary_norule,8000,,1.0,1.0,1.0,1.0,0.31546487678572877,1.0,8000,0.0,100,33,1,0,False,0
gpt4_8279ba03,temporal-reasoning,S5_noPGR,8000,,1.0,1.0,1.0,1.0,0.5,1.0,6012,0.0,51,94,0,0,False,0
gpt4_8279ba03,temporal-reasoning,S5_planner_rules,8000,,1.0,1.0,1.0,1.0,0.3562071871080222,1.0,7638,0.0,44,113,0,0,False,0
gpt4_8279ba03,temporal-reasoning,S5_planner_oracle,8000,,1.0,1.0,1.0,1.0,0.3562071871080222,1.0,7638,0.0,44,113,0,0,False,0
gpt4_8279ba03,temporal-reasoning,S5_overlay_R0,8000,,1.0,1.0,1.0,1.0,0.38685280723454163,1.0,7824,0.0,43,115,0,0,False,0
gpt4_8279ba03,temporal-reasoning,S5_overlay_R2,8000,,1.0,1.0,1.0,1.0,0.3562071871080222,1.0,7638,0.0,44,113,0,0,False,0
gpt4_8279ba03,temporal-reasoning,S5_overlay_P0,8000,,1.0,1.0,1.0,0.0,0.0,1.0,8000,0.0,46,115,1,0,False,0
gpt4_8279ba03,temporal-reasoning,S2_lazy,8000,,1.0,1.0,1.0,1.0,0.43067655807339306,1.0,7824,0.0,115,115,0,0,False,0
gpt4_8279ba03,temporal-reasoning,chandan_live,4000,"shipped,raised_4k",0.0,1.0,0.0,0.0,0.0,0.0,4000,0.0,220,3,1,0,False,0
gpt4_8279ba03,temporal-reasoning,chandan_full,4000,shipped,0.0,1.0,0.0,0.0,0.0,0.0,4000,0.0,220,3,1,0,False,0
gpt4_8279ba03,temporal-reasoning,chandan_live,8000,"shipped,raised_8k",0.0,1.0,0.0,0.0,0.0,0.0,8000,0.0,220,4,1,0,False,0
gpt4_8279ba03,temporal-reasoning,chandan_full,8000,shipped,0.0,1.0,0.0,0.0,0.0,0.0,8000,0.0,220,4,1,0,False,0
5809eb10,single-session-assistant,ours_cheap,4000,,1.0,1.0,1.0,1.0,1.0,1.0,4000,0.0,100,32,1,1,False,1
5809eb10,single-session-assistant,ours_cheap_norule,4000,,1.0,1.0,1.0,1.0,1.0,1.0,4000,0.0,100,32,1,1,False,1
5809eb10,single-session-assistant,ours_sentence_norule,4000,,1.0,1.0,1.0,1.0,1.0,1.0,4000,0.0,100,23,1,1,False,1
5809eb10,single-session-assistant,S4_static,4000,,1.0,1.0,1.0,1.0,1.0,1.0,4000,0.0,100,25,1,1,False,1
5809eb10,single-session-assistant,S5_primary,4000,,1.0,1.0,1.0,1.0,1.0,1.0,3997,0.0,100,21,0,1,False,1
5809eb10,single-session-assistant,S5_primary_norule,4000,,1.0,1.0,1.0,1.0,1.0,1.0,3997,0.0,100,21,0,1,False,1
5809eb10,single-session-assistant,S5_noPGR,4000,,1.0,1.0,1.0,1.0,1.0,1.0,4000,0.0,100,25,1,1,False,1
5809eb10,single-session-assistant,S5_planner_rules,4000,,1.0,1.0,1.0,1.0,1.0,1.0,4000,0.0,100,32,1,1,False,1
5809eb10,single-session-assistant,S5_planner_oracle,4000,,1.0,1.0,1.0,1.0,1.0,1.0,4000,0.0,100,24,1,1,False,1
5809eb10,single-session-assistant,S5_overlay_R0,4000,,1.0,1.0,1.0,1.0,1.0,1.0,4000,0.0,100,26,1,1,False,1
5809eb10,single-session-assistant,S5_overlay_R2,4000,,1.0,1.0,1.0,1.0,1.0,1.0,3997,0.0,100,21,0,1,False,1
5809eb10,single-session-assistant,S5_overlay_P0,4000,,1.0,1.0,1.0,1.0,1.0,1.0,4000,0.0,100,22,1,1,False,1
5809eb10,single-session-assistant,S2_lazy,4000,,1.0,1.0,1.0,1.0,1.0,1.0,4000,0.0,299,25,1,1,False,1
5809eb10,single-session-assistant,ours_cheap,8000,,1.0,1.0,1.0,1.0,1.0,1.0,8000,0.0,100,67,1,1,False,1
5809eb10,single-session-assistant,ours_cheap_norule,8000,,1.0,1.0,1.0,1.0,1.0,1.0,8000,0.0,100,67,1,1,False,1
5809eb10,single-session-assistant,ours_sentence_norule,8000,,1.0,1.0,1.0,1.0,1.0,1.0,8000,0.0,100,45,1,1,False,1
5809eb10,single-session-assistant,S4_static,8000,,1.0,1.0,1.0,1.0,1.0,1.0,8000,0.0,100,49,1,1,False,1
5809eb10,single-session-assistant,S5_primary,8000,,1.0,1.0,1.0,1.0,1.0,1.0,8000,0.0,100,41,1,1,False,1
5809eb10,single-session-assistant,S5_primary_norule,8000,,1.0,1.0,1.0,1.0,1.0,1.0,8000,0.0,100,41,1,1,False,1
5809eb10,single-session-assistant,S5_noPGR,8000,,1.0,1.0,1.0,1.0,1.0,1.0,8000,0.0,100,45,1,1,False,1
5809eb10,single-session-assistant,S5_planner_rules,8000,,1.0,1.0,1.0,1.0,1.0,1.0,8000,0.0,100,50,1,1,False,1
5809eb10,single-session-assistant,S5_planner_oracle,8000,,1.0,1.0,1.0,1.0,1.0,1.0,8000,0.0,100,42,1,1,False,1
5809eb10,single-session-assistant,S5_overlay_R0,8000,,1.0,1.0,1.0,1.0,1.0,1.0,8000,0.0,100,42,1,1,False,1
5809eb10,single-session-assistant,S5_overlay_R2,8000,,1.0,1.0,1.0,1.0,1.0,1.0,8000,0.0,100,40,1,1,False,1
5809eb10,single-session-assistant,S5_overlay_P0,8000,,1.0,1.0,1.0,1.0,1.0,1.0,8000,0.0,100,40,1,1,False,1
5809eb10,single-session-assistant,S2_lazy,8000,,1.0,1.0,1.0,1.0,1.0,1.0,8000,0.0,299,49,1,1,False,1
5809eb10,single-session-assistant,chandan_live,4000,"shipped,raised_4k",1.0,1.0,1.0,1.0,1.0,1.0,4000,0.0,249,2,1,0,False,0
5809eb10,single-session-assistant,chandan_full,4000,shipped,1.0,1.0,1.0,1.0,1.0,1.0,4000,0.0,249,2,1,0,False,0
5809eb10,single-session-assistant,chandan_live,8000,"shipped,raised_8k",1.0,1.0,1.0,1.0,1.0,1.0,8000,0.0,249,5,1,0,False,0
5809eb10,single-session-assistant,chandan_full,8000,shipped,1.0,1.0,1.0,1.0,1.0,1.0,8000,0.0,249,5,1,0,False,0
5809eb10,single-session-assistant,chandan_live_cal,4000,shipped,1.0,1.0,1.0,1.0,1.0,1.0,4000,0.0,246,2,1,0,False,0
5809eb10,single-session-assistant,chandan_live_cal,8000,shipped,1.0,1.0,1.0,1.0,1.0,1.0,8000,0.0,246,5,1,0,False,0
001be529,single-session-user,ours_cheap,4000,,1.0,1.0,1.0,1.0,1.0,1.0,4000,0.0,74,64,1,0,False,0
001be529,single-session-user,ours_cheap_norule,4000,,1.0,1.0,1.0,1.0,1.0,1.0,4000,0.0,100,33,1,0,False,0
001be529,single-session-user,ours_sentence_norule,4000,,1.0,1.0,1.0,1.0,1.0,1.0,4000,0.0,100,21,1,0,False,0
001be529,single-session-user,S4_static,4000,,1.0,1.0,1.0,1.0,1.0,1.0,3995,0.0,51,52,0,0,False,0
001be529,single-session-user,S5_primary,4000,,1.0,1.0,1.0,1.0,1.0,1.0,4000,0.0,47,54,1,0,False,0
001be529,single-session-user,S5_primary_norule,4000,,1.0,1.0,1.0,1.0,0.6309297535714575,1.0,4000,0.0,100,17,1,0,False,0
001be529,single-session-user,S5_noPGR,4000,,1.0,1.0,1.0,1.0,1.0,1.0,4000,0.0,48,58,1,0,False,0
001be529,single-session-user,S5_planner_rules,4000,,1.0,1.0,1.0,1.0,1.0,1.0,4000,0.0,47,54,1,0,False,0
001be529,single-session-user,S5_planner_oracle,4000,,1.0,1.0,1.0,1.0,1.0,1.0,4000,0.0,56,54,1,0,False,0
001be529,single-session-user,S5_overlay_R0,4000,,1.0,1.0,1.0,1.0,1.0,1.0,3993,0.0,46,53,0,0,False,0
001be529,single-session-user,S5_overlay_R2,4000,,1.0,1.0,1.0,1.0,1.0,1.0,4000,0.0,47,54,1,0,False,0
001be529,single-session-user,S5_overlay_P0,4000,,1.0,1.0,1.0,1.0,1.0,1.0,4000,0.0,48,50,1,0,False,0
001be529,single-session-user,S2_lazy,4000,,1.0,1.0,1.0,1.0,1.0,1.0,3995,0.0,145,52,0,0,False,0
001be529,single-session-user,ours_cheap,8000,,1.0,1.0,1.0,1.0,1.0,1.0,7453,0.0,74,114,0,0,False,0
001be529,single-session-user,ours_cheap_norule,8000,,1.0,1.0,1.0,1.0,1.0,1.0,8000,0.0,100,66,1,0,False,0
001be529,single-session-user,ours_sentence_norule,8000,,1.0,1.0,1.0,1.0,1.0,1.0,8000,0.0,100,41,1,0,False,0
001be529,single-session-user,S4_static,8000,,1.0,1.0,1.0,1.0,1.0,1.0,8000,0.0,51,115,0,0,False,0
001be529,single-session-user,S5_primary,8000,,1.0,1.0,1.0,1.0,1.0,1.0,8000,0.0,47,117,1,0,False,0
001be529,single-session-user,S5_primary_norule,8000,,1.0,1.0,1.0,1.0,0.6309297535714575,1.0,8000,0.0,100,32,1,0,False,0
001be529,single-session-user,S5_noPGR,8000,,1.0,1.0,1.0,1.0,1.0,1.0,7839,0.0,48,106,0,0,False,0
001be529,single-session-user,S5_planner_rules,8000,,1.0,1.0,1.0,1.0,1.0,1.0,8000,0.0,47,117,1,0,False,0
001be529,single-session-user,S5_planner_oracle,8000,,1.0,1.0,1.0,1.0,1.0,1.0,8000,0.0,56,111,1,0,False,0
001be529,single-session-user,S5_overlay_R0,8000,,1.0,1.0,1.0,1.0,1.0,1.0,7997,0.0,46,115,0,0,False,0
001be529,single-session-user,S5_overlay_R2,8000,,1.0,1.0,1.0,1.0,1.0,1.0,8000,0.0,47,117,1,0,False,0
001be529,single-session-user,S5_overlay_P0,8000,,1.0,1.0,1.0,1.0,1.0,1.0,8000,0.0,48,119,1,0,False,0
001be529,single-session-user,S2_lazy,8000,,1.0,1.0,1.0,1.0,1.0,1.0,8000,0.0,145,115,0,0,False,0
001be529,single-session-user,chandan_live,4000,"shipped,raised_4k",1.0,1.0,1.0,1.0,0.38685280723454163,1.0,4000,0.0,234,2,1,0,False,0
001be529,single-session-user,chandan_full,4000,shipped,1.0,1.0,1.0,1.0,0.38685280723454163,1.0,4000,0.0,234,2,1,0,False,0
001be529,single-session-user,chandan_live,8000,"shipped,raised_8k",1.0,1.0,1.0,1.0,0.38685280723454163,1.0,8000,0.0,234,5,1,0,False,0
001be529,single-session-user,chandan_full,8000,shipped,1.0,1.0,1.0,1.0,0.38685280723454163,1.0,8000,0.0,234,5,1,0,False,0
618f13b2,knowledge-update,ours_cheap,4000,,1.0,1.0,1.0,1.0,0.6934264036172708,1.0,4000,0.0,62,62,1,0,False,0
618f13b2,knowledge-update,ours_cheap_norule,4000,,1.0,1.0,1.0,1.0,0.5249810332008933,1.0,4000,0.0,100,19,1,0,False,0
618f13b2,knowledge-update,ours_sentence_norule,4000,,1.0,1.0,1.0,1.0,0.6509209298071326,1.0,4000,0.0,100,17,1,0,False,0
618f13b2,knowledge-update,S4_static,4000,,1.0,1.0,1.0,1.0,0.6509209298071326,1.0,4000,0.0,51,57,1,0,False,0
618f13b2,knowledge-update,S5_primary,4000,,1.0,1.0,1.0,1.0,0.6509209298071326,1.0,4000,0.0,47,58,1,0,False,0
618f13b2,knowledge-update,S5_primary_norule,4000,,1.0,1.0,1.0,1.0,0.5,1.0,4000,0.0,100,16,1,0,False,0
618f13b2,knowledge-update,S5_noPGR,4000,,1.0,1.0,1.0,1.0,0.6509209298071326,1.0,4000,0.0,52,56,1,0,False,0
618f13b2,knowledge-update,S5_planner_rules,4000,,1.0,1.0,1.0,1.0,0.6509209298071326,1.0,4000,0.0,52,61,1,0,False,0
618f13b2,knowledge-update,S5_planner_oracle,4000,,1.0,1.0,1.0,1.0,0.6509209298071326,1.0,4000,0.0,47,58,1,0,False,0
618f13b2,knowledge-update,S5_overlay_R0,4000,,1.0,1.0,1.0,1.0,0.6509209298071326,1.0,4000,0.0,47,58,1,0,False,0
618f13b2,knowledge-update,S5_overlay_R2,4000,,1.0,1.0,1.0,1.0,0.6509209298071326,1.0,4000,0.0,48,58,1,0,False,0
618f13b2,knowledge-update,S5_overlay_P0,4000,,1.0,1.0,1.0,1.0,0.6240505200038379,1.0,4000,0.0,48,57,1,0,False,0
618f13b2,knowledge-update,S2_lazy,4000,,1.0,1.0,1.0,1.0,0.6934264036172708,1.0,4000,0.0,138,57,1,0,False,0
618f13b2,knowledge-update,ours_cheap,8000,,1.0,1.0,1.0,1.0,0.6934264036172708,1.0,5996,0.0,62,98,0,0,False,0
618f13b2,knowledge-update,ours_cheap_norule,8000,,1.0,1.0,1.0,1.0,0.5249810332008933,1.0,8000,0.0,100,43,1,0,False,0
618f13b2,knowledge-update,ours_sentence_norule,8000,,1.0,1.0,1.0,1.0,0.6509209298071326,1.0,8000,0.0,100,39,1,0,False,0
618f13b2,knowledge-update,S4_static,8000,,1.0,1.0,1.0,1.0,0.6509209298071326,1.0,8000,0.0,51,125,1,0,False,0
618f13b2,knowledge-update,S5_primary,8000,,1.0,1.0,1.0,1.0,0.6509209298071326,1.0,8000,0.0,47,126,1,0,False,0
618f13b2,knowledge-update,S5_primary_norule,8000,,1.0,1.0,1.0,1.0,0.5,1.0,8000,0.0,100,32,1,0,False,0
618f13b2,knowledge-update,S5_noPGR,8000,,1.0,1.0,1.0,1.0,0.6509209298071326,1.0,6229,0.0,52,96,0,0,False,0
618f13b2,knowledge-update,S5_planner_rules,8000,,1.0,1.0,1.0,1.0,0.6509209298071326,1.0,8000,0.0,52,126,1,0,False,0
618f13b2,knowledge-update,S5_planner_oracle,8000,,1.0,1.0,1.0,1.0,0.6509209298071326,1.0,8000,0.0,47,126,1,0,False,0
618f13b2,knowledge-update,S5_overlay_R0,8000,,1.0,1.0,1.0,1.0,0.6509209298071326,1.0,8000,0.0,47,125,1,0,False,0
618f13b2,knowledge-update,S5_overlay_R2,8000,,1.0,1.0,1.0,1.0,0.6509209298071326,1.0,8000,0.0,48,125,1,0,False,0
618f13b2,knowledge-update,S5_overlay_P0,8000,,1.0,1.0,1.0,1.0,0.6240505200038379,1.0,8000,0.0,48,127,1,0,False,0
618f13b2,knowledge-update,S2_lazy,8000,,1.0,1.0,1.0,1.0,0.6934264036172708,1.0,8000,0.0,138,125,1,0,False,0
618f13b2,knowledge-update,chandan_live,4000,"shipped,raised_4k",0.0,1.0,1.0,0.5,0.6131471927654584,1.0,4000,0.0,237,2,1,0,False,0
618f13b2,knowledge-update,chandan_full,4000,shipped,0.0,1.0,1.0,0.5,0.6131471927654584,1.0,4000,0.0,237,2,1,0,False,0
618f13b2,knowledge-update,chandan_live,8000,"shipped,raised_8k",1.0,1.0,1.0,0.5,0.6131471927654584,1.0,8000,0.0,237,3,1,0,False,0
618f13b2,knowledge-update,chandan_full,8000,shipped,1.0,1.0,1.0,0.5,0.6131471927654584,1.0,8000,0.0,237,3,1,0,False,0
4bc144e2,multi-session,ours_cheap,4000,,1.0,1.0,1.0,1.0,1.0,1.0,4000,0.0,57,75,1,0,False,0
4bc144e2,multi-session,ours_cheap_norule,4000,,1.0,1.0,1.0,1.0,0.39780880120575696,1.0,4000,0.0,100,18,1,0,False,0
4bc144e2,multi-session,ours_sentence_norule,4000,,1.0,1.0,1.0,1.0,0.42177340954886444,1.0,4000,0.0,100,17,1,0,False,0
4bc144e2,multi-session,S4_static,4000,,1.0,1.0,1.0,1.0,0.9197207891481876,1.0,4000,0.0,48,61,1,0,False,0
4bc144e2,multi-session,S5_primary,4000,,1.0,1.0,1.0,1.0,0.8772153153380493,1.0,4000,0.0,44,56,1,0,False,0
4bc144e2,multi-session,S5_primary_norule,4000,,1.0,1.0,1.0,0.5,0.6131471927654584,1.0,4000,0.0,100,18,1,0,False,0
4bc144e2,multi-session,S5_noPGR,4000,,1.0,1.0,1.0,1.0,0.8315546295836225,1.0,4000,0.0,45,54,0,0,False,0
4bc144e2,multi-session,S5_planner_rules,4000,,1.0,1.0,1.0,1.0,1.0,1.0,4000,0.0,51,63,1,0,False,0
4bc144e2,multi-session,S5_planner_oracle,4000,,1.0,1.0,1.0,1.0,0.8772153153380493,1.0,4000,0.0,44,56,1,0,False,0
4bc144e2,multi-session,S5_overlay_R0,4000,,1.0,1.0,1.0,1.0,0.8772153153380493,1.0,4000,0.0,46,61,1,0,False,0
4bc144e2,multi-session,S5_overlay_R2,4000,,1.0,1.0,1.0,1.0,0.8503449055347546,1.0,4000,0.0,43,58,1,0,False,0
4bc144e2,multi-session,S5_overlay_P0,4000,,1.0,1.0,1.0,1.0,0.9197207891481876,1.0,4000,0.0,43,60,1,0,False,0
4bc144e2,multi-session,S2_lazy,4000,,1.0,1.0,1.0,1.0,0.9197207891481876,1.0,4000,0.0,108,66,1,0,False,0
4bc144e2,multi-session,ours_cheap,8000,,1.0,1.0,1.0,1.0,1.0,1.0,5561,0.0,57,96,0,0,False,0
4bc144e2,multi-session,ours_cheap_norule,8000,,1.0,1.0,1.0,1.0,0.39780880120575696,1.0,8000,0.0,100,43,1,0,False,0
4bc144e2,multi-session,ours_sentence_norule,8000,,1.0,1.0,1.0,1.0,0.42177340954886444,1.0,8000,0.0,100,40,1,0,False,0
4bc144e2,multi-session,S4_static,8000,,1.0,1.0,1.0,1.0,0.9197207891481876,1.0,6851,0.0,48,111,0,0,False,0
4bc144e2,multi-session,S5_primary,8000,,1.0,1.0,1.0,1.0,0.8772153153380493,1.0,7803,0.0,44,119,0,0,False,0
4bc144e2,multi-session,S5_primary_norule,8000,,1.0,1.0,1.0,0.5,0.6131471927654584,1.0,8000,0.0,100,40,1,0,False,0
4bc144e2,multi-session,S5_noPGR,8000,,1.0,1.0,1.0,1.0,0.8315546295836225,1.0,6854,0.0,45,103,0,0,False,0
4bc144e2,multi-session,S5_planner_rules,8000,,1.0,1.0,1.0,1.0,1.0,1.0,7803,0.0,51,119,0,0,False,0
4bc144e2,multi-session,S5_planner_oracle,8000,,1.0,1.0,1.0,1.0,0.8772153153380493,1.0,7803,0.0,44,119,0,0,False,0
4bc144e2,multi-session,S5_overlay_R0,8000,,1.0,1.0,1.0,1.0,0.8772153153380493,1.0,6851,0.0,46,111,0,0,False,0
4bc144e2,multi-session,S5_overlay_R2,8000,,1.0,1.0,1.0,1.0,0.8503449055347546,1.0,7485,0.0,43,118,0,0,False,0
4bc144e2,multi-session,S5_overlay_P0,8000,,1.0,1.0,1.0,1.0,0.9197207891481876,1.0,7231,0.0,43,118,0,0,False,0
4bc144e2,multi-session,S2_lazy,8000,,1.0,1.0,1.0,1.0,0.9197207891481876,1.0,6636,0.0,108,108,0,0,False,0
4bc144e2,multi-session,chandan_live,4000,"shipped,raised_4k",1.0,1.0,1.0,0.5,0.6131471927654584,1.0,4000,0.0,216,3,1,0,False,0
4bc144e2,multi-session,chandan_full,4000,shipped,1.0,1.0,1.0,0.5,0.6131471927654584,1.0,4000,0.0,216,3,1,0,False,0
4bc144e2,multi-session,chandan_live,8000,"shipped,raised_8k",1.0,1.0,1.0,0.5,0.6131471927654584,1.0,8000,0.0,216,5,1,0,False,0
4bc144e2,multi-session,chandan_full,8000,shipped,1.0,1.0,1.0,0.5,0.6131471927654584,1.0,8000,0.0,216,5,1,0,False,0
28bcfaac,single-session-assistant,ours_cheap,4000,,1.0,1.0,1.0,1.0,1.0,1.0,4000,0.0,100,20,1,0,False,0
28bcfaac,single-session-assistant,ours_cheap_norule,4000,,1.0,1.0,1.0,1.0,1.0,1.0,4000,0.0,100,20,1,0,False,0
28bcfaac,single-session-assistant,ours_sentence_norule,4000,,1.0,1.0,1.0,1.0,1.0,1.0,4000,0.0,100,18,1,0,False,0
28bcfaac,single-session-assistant,S4_static,4000,,1.0,1.0,1.0,1.0,0.6309297535714575,1.0,4000,0.0,100,22,1,0,False,0
28bcfaac,single-session-assistant,S5_primary,4000,,1.0,1.0,1.0,1.0,0.6309297535714575,1.0,4000,0.0,100,15,1,0,False,0
28bcfaac,single-session-assistant,S5_primary_norule,4000,,1.0,1.0,1.0,1.0,0.6309297535714575,1.0,4000,0.0,100,15,1,0,False,0
28bcfaac,single-session-assistant,S5_noPGR,4000,,1.0,1.0,1.0,1.0,0.43067655807339306,1.0,4000,0.0,100,16,1,0,False,0
28bcfaac,single-session-assistant,S5_planner_rules,4000,,1.0,1.0,1.0,1.0,0.6309297535714575,1.0,4000,0.0,100,15,1,0,False,0
28bcfaac,single-session-assistant,S5_planner_oracle,4000,,1.0,1.0,1.0,1.0,1.0,1.0,4000,0.0,100,20,1,0,False,0
28bcfaac,single-session-assistant,S5_overlay_R0,4000,,1.0,1.0,1.0,1.0,0.38685280723454163,1.0,4000,0.0,100,21,1,0,False,0
28bcfaac,single-session-assistant,S5_overlay_R2,4000,,1.0,1.0,1.0,1.0,0.6309297535714575,1.0,4000,0.0,100,15,1,0,False,0
28bcfaac,single-session-assistant,S5_overlay_P0,4000,,1.0,1.0,1.0,0.0,0.0,1.0,4000,0.0,100,17,1,1,False,0
28bcfaac,single-session-assistant,S2_lazy,4000,,1.0,1.0,1.0,1.0,0.6309297535714575,1.0,4000,0.0,267,22,1,0,False,0
28bcfaac,single-session-assistant,ours_cheap,8000,,1.0,1.0,1.0,1.0,1.0,1.0,8000,0.0,100,34,1,0,False,0
28bcfaac,single-session-assistant,ours_cheap_norule,8000,,1.0,1.0,1.0,1.0,1.0,1.0,8000,0.0,100,34,1,0,False,0
28bcfaac,single-session-assistant,ours_sentence_norule,8000,,1.0,1.0,1.0,1.0,1.0,1.0,8000,0.0,100,32,1,0,False,0
28bcfaac,single-session-assistant,S4_static,8000,,1.0,1.0,1.0,1.0,0.6309297535714575,1.0,8000,0.0,100,33,1,0,False,0
28bcfaac,single-session-assistant,S5_primary,8000,,1.0,1.0,1.0,1.0,0.6309297535714575,1.0,8000,0.0,100,33,1,0,False,0
28bcfaac,single-session-assistant,S5_primary_norule,8000,,1.0,1.0,1.0,1.0,0.6309297535714575,1.0,8000,0.0,100,33,1,0,False,0
28bcfaac,single-session-assistant,S5_noPGR,8000,,1.0,1.0,1.0,1.0,0.43067655807339306,1.0,8000,0.0,100,32,1,0,False,0
28bcfaac,single-session-assistant,S5_planner_rules,8000,,1.0,1.0,1.0,1.0,0.6309297535714575,1.0,8000,0.0,100,33,1,0,False,0
28bcfaac,single-session-assistant,S5_planner_oracle,8000,,1.0,1.0,1.0,1.0,1.0,1.0,8000,0.0,100,30,1,0,False,0
28bcfaac,single-session-assistant,S5_overlay_R0,8000,,1.0,1.0,1.0,1.0,0.38685280723454163,1.0,8000,0.0,100,37,1,0,False,0
28bcfaac,single-session-assistant,S5_overlay_R2,8000,,1.0,1.0,1.0,1.0,0.6309297535714575,1.0,8000,0.0,100,31,1,0,False,0
28bcfaac,single-session-assistant,S5_overlay_P0,8000,,1.0,1.0,1.0,0.0,0.0,1.0,8000,0.0,100,34,1,0,False,0
28bcfaac,single-session-assistant,S2_lazy,8000,,1.0,1.0,1.0,1.0,0.6309297535714575,1.0,8000,0.0,267,33,1,0,False,0
28bcfaac,single-session-assistant,chandan_live,4000,"shipped,raised_4k",1.0,1.0,1.0,1.0,0.43067655807339306,1.0,4000,0.0,235,3,1,0,False,0
28bcfaac,single-session-assistant,chandan_full,4000,shipped,1.0,1.0,1.0,1.0,0.43067655807339306,1.0,4000,0.0,235,3,1,0,False,0
28bcfaac,single-session-assistant,chandan_live,8000,"shipped,raised_8k",1.0,1.0,1.0,1.0,0.43067655807339306,1.0,8000,0.0,235,4,1,0,False,0
28bcfaac,single-session-assistant,chandan_full,8000,shipped,1.0,1.0,1.0,1.0,0.43067655807339306,1.0,8000,0.0,235,4,1,0,False,0
1b9b7252,single-session-assistant,ours_cheap,4000,,1.0,1.0,1.0,1.0,1.0,1.0,4000,0.0,100,18,1,0,False,0
1b9b7252,single-session-assistant,ours_cheap_norule,4000,,1.0,1.0,1.0,1.0,1.0,1.0,4000,0.0,100,18,1,0,False,0
1b9b7252,single-session-assistant,ours_sentence_norule,4000,,1.0,1.0,1.0,1.0,1.0,1.0,4000,0.0,100,16,1,0,False,0
1b9b7252,single-session-assistant,S4_static,4000,,1.0,1.0,1.0,1.0,0.3562071871080222,1.0,4000,0.0,100,17,1,0,False,0
1b9b7252,single-session-assistant,S5_primary,4000,,1.0,1.0,1.0,1.0,0.5,1.0,4000,0.0,100,13,1,0,False,0
1b9b7252,single-session-assistant,S5_primary_norule,4000,,1.0,1.0,1.0,1.0,0.5,1.0,4000,0.0,100,13,1,0,False,0
